조사번호	조사지역	주구분	조사일자	시간대	X좌표	Y좌표	행정구역명	날씨	남자10대	남자20대	남자30대	남자40대	남자50대	여자10대	여자20대	여자30대	여자40대	여자50대
7586	패밀리마트 앞 사거리(캉가루프라자)	주말	2010-09-04	12시~13시까지	284265	557546	인천광역시 서구 불로동	맑음	42	21	30	6	6	6	3	51	9	39
7586	패밀리마트 앞 사거리(캉가루프라자)	주말	2010-09-04	19시~20시까지	284265	557546	인천광역시 서구 불로동	맑음	54	10	42	12	9	27	12	66	18	51
7595	 A지점(인천 서부 새마을금고 앞)	주중	2010-10-21	12시~13시까지	282934	545390	인천광역시 서구 석남동	맑음	0	9	18	24	36	0	15	45	72	51
7595	 A지점(인천 서부 새마을금고 앞)	주중	2010-10-21	19시~20시까지	282934	545390	인천광역시 서구 석남동	맑음	51	39	54	36	12	60	51	69	66	33
7595	 A지점(인천 서부 새마을금고 앞)	주말	2010-10-30	12시~13시까지	282934	545390	인천광역시 서구 석남동	맑음	21	18	39	24	24	12	9	60	69	39
7595	 A지점(인천 서부 새마을금고 앞)	주말	2010-10-30	19시~20시까지	282934	545390	인천광역시 서구 석남동	맑음	39	21	54	63	21	30	24	69	96	27
7597	A지역(인천 남구 문학동 385-5)	주중	2010-10-01	12시~13시까지	283773	538077	인천광역시 남구 문학동	맑음	0	10	20	64	21	0	18	47	48	22
7597	A지역(인천 남구 문학동 385-5)	주중	2010-10-01	19시~20시까지	283773	538077	인천광역시 남구 문학동	맑음	14	18	16	38	16	28	20	32	36	28
7597	A지역(인천 남구 문학동 385-5)	주말	2010-10-16	12시~13시까지	283773	538077	인천광역시 남구 문학동	맑음	28	15	20	30	22	35	33	37	36	16
7597	A지역(인천 남구 문학동 385-5)	주말	2010-10-16	19시~20시까지	283773	538077	인천광역시 남구 문학동	맑음	12	42	36	28	12	18	27	51	44	18
7598	산곡동 11-1 하아마트 산곡점 맞은편 	주중	2010-09-30	12시~13시까지	285597	545994	인천광역시 부평구 산곡2동	맑음	9	36	15	39	36	9	21	87	78	96
7598	산곡동 11-1 하아마트 산곡점 맞은편 	주중	2010-09-30	19시~20시까지	285597	545994	인천광역시 부평구 산곡2동	맑음	27	30	21	54	54	42	33	99	93	57
7598	산곡동 11-1 하아마트 산곡점 맞은편 	주말	2010-10-16	12시~13시까지	285597	545994	인천광역시 부평구 산곡2동	맑음	111	27	18	27	57	81	33	42	60	69
7598	산곡동 11-1 하아마트 산곡점 맞은편 	주말	2010-10-16	19시~20시까지	285597	545994	인천광역시 부평구 산곡2동	맑음	6	39	33	66	57	66	36	75	54	51
7599	A지역(인천 동구 송림동 55-4)	주중	2010-09-28	12시~13시까지	280321	542498	인천광역시 동구 송림2동	맑음	2	22	10	28	37	4	18	18	32	68
7599	A지역(인천 동구 송림동 55-4)	주중	2010-09-28	19시~20시까지	280321	542498	인천광역시 동구 송림2동	맑음	18	20	28	48	42	18	28	30	72	49
7599	A지역(인천 동구 송림동 55-4)	주말	2010-10-02	12시~13시까지	280321	542498	인천광역시 동구 송림2동	맑음	18	12	12	40	44	10	16	18	48	80
7599	A지역(인천 동구 송림동 55-4)	주말	2010-10-02	19시~20시까지	280321	542498	인천광역시 동구 송림2동	맑음	30	34	20	76	128	28	18	48	68	60
7601	B지역(인천 동구 송림동 60)	주중	2010-09-28	12시~13시까지	280389	542409	인천광역시 동구 송림3.5동	맑음	1	26	18	18	48	8	12	12	40	50
7601	B지역(인천 동구 송림동 60)	주중	2010-09-28	19시~20시까지	280389	542409	인천광역시 동구 송림3.5동	맑음	10	26	38	52	55	22	23	40	42	38
7601	B지역(인천 동구 송림동 60)	주말	2010-10-02	12시~13시까지	280389	542409	인천광역시 동구 송림3.5동	맑음	12	18	26	31	38	14	10	28	32	45
7601	B지역(인천 동구 송림동 60)	주말	2010-10-02	19시~20시까지	280389	542409	인천광역시 동구 송림3.5동	맑음	14	12	34	65	45	16	14	35	61	42
7602	청천동 386 아이즈빌 아울렛 앞	주중	2010-10-20	12시~13시까지	285664	547358	인천광역시 부평구 청천1동	맑음	21	51	30	42	45	3	66	66	48	78
7602	청천동 386 아이즈빌 아울렛 앞	주중	2010-10-20	19시~20시까지	285664	547358	인천광역시 부평구 청천1동	맑음	39	117	36	69	24	48	84	99	129	33
7602	청천동 386 아이즈빌 아울렛 앞	주말	2010-11-06	12시~13시까지	285664	547358	인천광역시 부평구 청천1동	흐림	48	81	24	45	42	75	81	84	75	51
7602	청천동 386 아이즈빌 아울렛 앞	주말	2010-11-06	19시~20시까지	285664	547358	인천광역시 부평구 청천1동	흐림	84	201	42	54	48	111	147	72	78	48
7604	사랑병원 후문	주중	2010-11-02	12시~13시까지	283526	540786	인천광역시 남구 주안1동	맑음	0	82	32	32	24	0	72	18	68	32
7604	사랑병원 후문	주중	2010-11-02	19시~20시까지	283526	540786	인천광역시 남구 주안1동	맑음	20	170	152	76	20	50	270	72	54	10
7604	사랑병원 후문	주말	2010-10-30	12시~13시까지	283526	540786	인천광역시 남구 주안1동	맑음	36	84	72	18	30	44	90	60	30	0
7604	사랑병원 후문	주말	2010-10-30	19시~20시까지	283526	540786	인천광역시 남구 주안1동	맑음	14	250	150	64	42	114	300	200	110	36
7606	갈산1동 177-7 원츠프라쟈 앞	주중	2010-10-07	12시~13시까지	287271	546812	인천광역시 부평구 갈산1동	맑음	9	108	21	39	66	15	114	66	54	81
7606	갈산1동 177-7 원츠프라쟈 앞	주중	2010-10-07	19시~20시까지	287271	546812	인천광역시 부평구 갈산1동	맑음	33	66	69	93	84	33	114	93	54	54
7606	갈산1동 177-7 원츠프라쟈 앞	주말	2010-10-30	12시~13시까지	287271	546812	인천광역시 부평구 갈산1동	맑음	57	93	24	33	51	63	63	45	66	36
7606	갈산1동 177-7 원츠프라쟈 앞	주말	2010-10-30	19시~20시까지	287271	546812	인천광역시 부평구 갈산1동	맑음	63	123	39	69	78	48	111	93	69	42
7629	A지점(석남1동 456-9번지 국민은행 앞)	주중	2010-10-05	12시~13시까지	282868	546505	인천광역시 서구 석남1동	맑음	39	36	42	24	21	54	24	72	63	24
7629	A지점(석남1동 456-9번지 국민은행 앞)	주중	2010-10-05	19시~20시까지	282868	546505	인천광역시 서구 석남1동	맑음	54	45	24	39	0	36	72	123	66	18
7629	A지점(석남1동 456-9번지 국민은행 앞)	주말	2010-10-16	12시~13시까지	282868	546505	인천광역시 서구 석남1동	맑음	9	12	27	33	27	21	24	57	39	15
7629	A지점(석남1동 456-9번지 국민은행 앞)	주말	2010-10-16	19시~20시까지	282868	546505	인천광역시 서구 석남1동	맑음	36	30	36	42	27	30	48	69	84	27
7630	B지점(석남1동 454-1번지 버스정류장 앞)	주중	2010-10-05	12시~13시까지	282858	546355	인천광역시 서구 석남1동	맑음	24	33	33	30	39	33	24	72	66	54
7630	B지점(석남1동 454-1번지 버스정류장 앞)	주중	2010-10-05	19시~20시까지	282858	546355	인천광역시 서구 석남1동	맑음	84	39	51	69	15	66	66	126	102	18
7630	B지점(석남1동 454-1번지 버스정류장 앞)	주말	2010-10-16	12시~13시까지	282858	546355	인천광역시 서구 석남1동	맑음	36	30	36	42	27	30	48	69	84	27
7630	B지점(석남1동 454-1번지 버스정류장 앞)	주말	2010-10-16	19시~20시까지	282858	546355	인천광역시 서구 석남1동	맑음	48	42	57	72	15	42	45	78	93	21
7658	부개1동주민센터 앞 버스정류장	주중	2010-10-19	12시~13시까지	288572	543385	인천광역시 부평구 부개1동	맑음	0	21	6	9	36	0	21	21	36	63
7658	부개1동주민센터 앞 버스정류장	주중	2010-10-19	19시~20시까지	288572	543385	인천광역시 부평구 부개1동	맑음	6	24	36	12	48	42	12	30	6	114
7658	부개1동주민센터 앞 버스정류장	주말	2010-10-09	12시~13시까지	288572	543385	인천광역시 부평구 부개1동	맑음	66	45	12	18	27	75	39	33	27	54
7658	부개1동주민센터 앞 버스정류장	주말	2010-10-09	19시~20시까지	288572	543385	인천광역시 부평구 부개1동	맑음	18	36	12	36	6	18	30	12	24	60
7662	당하메디컬 앞	주중	2010-09-14	12시~13시까지	283333	555251	인천광역시 서구 검단4동	맑음	15	30	9	6	36	9	9	105	57	45
7662	당하메디컬 앞	주중	2010-09-14	19시~20시까지	283333	555251	인천광역시 서구 검단4동	맑음	195	57	30	18	21	69	48	165	90	63
7662	당하메디컬 앞	주말	2010-09-18	12시~13시까지	283333	555251	인천광역시 서구 검단4동	맑음	66	48	18	18	45	57	48	39	39	30
7662	당하메디컬 앞	주말	2010-09-18	19시~20시까지	283333	555251	인천광역시 서구 검단4동	맑음	183	12	39	24	21	153	27	123	84	33
7694	A지점=작전역4번출구 GS25(작전동 866-2)앞	주중	2010-09-16	12시~13시까지	287306	548240	인천광역시 계양구 작전2동	맑음	0	24	39	51	111	0	111	84	65	150
7694	A지점=작전역4번출구 GS25(작전동 866-2)앞	주중	2010-09-16	19시~20시까지	287306	548240	인천광역시 계양구 작전2동	맑음	60	90	84	96	129	27	152	150	117	132
7694	A지점=작전역4번출구 GS25(작전동 866-2)앞	주말	2010-11-06	12시~13시까지	287306	548240	인천광역시 계양구 작전2동	흐림	168	36	60	72	120	156	72	96	156	240
7694	A지점=작전역4번출구 GS25(작전동 866-2)앞	주말	2010-11-06	19시~20시까지	287306	548240	인천광역시 계양구 작전2동	흐림	24	108	96	144	60	60	84	144	72	84
7706	주안7동 1315-4 신한은행앞	주중	2010-10-07	12시~13시까지	283323	539246	인천광역시 남구 주안7동	맑음	8	15	56	109	80	11	32	173	181	205
7706	주안7동 1315-4 신한은행앞	주중	2010-10-07	19시~20시까지	283323	539246	인천광역시 남구 주안7동	맑음	56	93	129	108	169	71	142	179	197	200
7706	주안7동 1315-4 신한은행앞	주말	2010-10-16	12시~13시까지	283323	539246	인천광역시 남구 주안7동	맑음	97	61	45	85	149	210	105	225	142	180
7706	주안7동 1315-4 신한은행앞	주말	2010-10-16	19시~20시까지	283323	539246	인천광역시 남구 주안7동	맑음	82	40	80	112	216	94	87	216	248	269
7714	신포, 중앙로 지하상가	주중	2010-11-04	12시~13시까지	278933	542012	인천광역시 중구 내동	맑음	15	90	30	110	215	75	110	70	140	260
7714	신포, 중앙로 지하상가	주중	2010-11-04	19시~20시까지	278933	542012	인천광역시 중구 내동	맑음	324	114	30	66	270	288	180	66	132	102
7714	신포, 중앙로 지하상가	주말	2010-10-23	12시~13시까지	278933	542012	인천광역시 중구 내동	맑음	84	22	24	40	92	80	50	32	80	32
7714	신포, 중앙로 지하상가	주말	2010-10-23	19시~20시까지	278933	542012	인천광역시 중구 내동	맑음	125	28	36	64	152	140	84	48	142	45
7717	갈산1동 73-9 트랜디카 안경원 앞	주중	2010-10-07	12시~13시까지	287692	546972	인천광역시 부평구 갈산1동	맑음	12	54	15	48	63	27	48	63	75	81
7717	갈산1동 73-9 트랜디카 안경원 앞	주중	2010-10-07	19시~20시까지	287692	546972	인천광역시 부평구 갈산1동	맑음	48	114	24	69	84	120	69	108	114	63
7717	갈산1동 73-9 트랜디카 안경원 앞	주말	2010-10-30	12시~13시까지	287692	546972	인천광역시 부평구 갈산1동	맑음	87	42	21	39	30	24	30	123	66	75
7717	갈산1동 73-9 트랜디카 안경원 앞	주말	2010-10-30	19시~20시까지	287692	546972	인천광역시 부평구 갈산1동	맑음	57	93	33	84	108	63	48	117	144	81
7768	북부우체국 앞(버스 정류장 옆 지하도) 지점	주중	2010-09-14	12시~13시까지	287083	544023	인천광역시 부평구 부평1동	맑음	60	127	65	28	72	78	148	69	59	76
7768	북부우체국 앞(버스 정류장 옆 지하도) 지점	주중	2010-09-14	19시~20시까지	287083	544023	인천광역시 부평구 부평1동	맑음	201	223	167	204	118	218	236	178	219	136
7768	북부우체국 앞(버스 정류장 옆 지하도) 지점	주말	2010-09-11	12시~13시까지	287083	544023	인천광역시 부평구 부평1동	맑음	115	154	66	44	42	141	172	98	53	37
7768	북부우체국 앞(버스 정류장 옆 지하도) 지점	주말	2010-09-11	19시~20시까지	287083	544023	인천광역시 부평구 부평1동	맑음	86	171	76	50	54	138	192	95	62	48
7771	A:작전동 973-20번지 경인교대역6번출구 청운교회앞	주중	2010-09-16	12시~13시까지	287289	549288	인천광역시 계양구 계산동	맑음	27	24	21	48	33	15	45	69	48	24
7771	A:작전동 973-20번지 경인교대역6번출구 청운교회앞	주중	2010-09-16	19시~20시까지	287289	549288	인천광역시 계양구 계산동	맑음	84	51	63	114	57	78	72	51	78	48
7771	A:작전동 973-20번지 경인교대역6번출구 청운교회앞	주말	2010-09-04	12시~13시까지	287289	549288	인천광역시 계양구 계산동	맑음	87	129	75	69	45	204	120	57	18	30
7771	A:작전동 973-20번지 경인교대역6번출구 청운교회앞	주말	2010-09-04	19시~20시까지	287289	549288	인천광역시 계양구 계산동	맑음	171	144	33	45	30	201	192	90	54	63
7772	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주중	2010-10-19	12시~13시까지	287190	549827	인천광역시 계양구 계산동	맑음	12	96	54	54	24	6	57	84	138	51
7772	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주중	2010-10-19	19시~20시까지	287190	549827	인천광역시 계양구 계산동	맑음	171	69	123	57	18	150	120	156	132	69
7772	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주말	2010-09-18	12시~13시까지	287190	549827	인천광역시 계양구 계산동	맑음	81	48	96	54	66	99	81	99	93	84
7772	계산동 931-60번지 버스정류장(동성아파트진입로) 옆	주말	2010-09-18	19시~20시까지	287190	549827	인천광역시 계양구 계산동	맑음	99	84	120	156	88	111	132	120	69	45
7773	B포인트:임학동 10-11번지 LG텔레콤 앞	주중	2010-09-07	12시~13시까지	288738	549976	인천광역시 계양구 임학동	맑음	66	54	48	33	42	99	60	81	99	66
7773	B포인트:임학동 10-11번지 LG텔레콤 앞	주중	2010-09-07	19시~20시까지	288738	549976	인천광역시 계양구 임학동	맑음	96	120	66	54	42	99	183	174	96	54
7773	B포인트:임학동 10-11번지 LG텔레콤 앞	주말	2010-09-11	12시~13시까지	288738	549976	인천광역시 계양구 임학동	맑음	90	84	51	48	60	54	75	96	72	57
7773	B포인트:임학동 10-11번지 LG텔레콤 앞	주말	2010-09-11	19시~20시까지	288738	549976	인천광역시 계양구 임학동	맑음	105	144	88	57	66	114	99	126	63	21
7781	B지점(석남동519-4번지 K-25편의점 앞)	주중	2010-10-13	12시~13시까지	282512	545768	인천광역시 서구 석남동	맑음	0	0	6	18	9	0	6	36	21	6
7781	B지점(석남동519-4번지 K-25편의점 앞)	주중	2010-10-13	19시~20시까지	282512	545768	인천광역시 서구 석남동	맑음	21	18	39	54	24	33	24	42	51	12
7781	B지점(석남동519-4번지 K-25편의점 앞)	주말	2010-10-23	12시~13시까지	282512	545768	인천광역시 서구 석남동	맑음	9	21	21	30	27	6	27	48	39	21
7781	B지점(석남동519-4번지 K-25편의점 앞)	주말	2010-10-23	19시~20시까지	282512	545768	인천광역시 서구 석남동	맑음	33	27	57	66	21	27	33	54	51	9
7784	할머니냉면 앞(A지점)	주중	2010-11-04	12시~13시까지	278936	542742	인천광역시 동구 화평동	흐림	0	40	30	28	20	0	24	13	15	9
7784	할머니냉면 앞(A지점)	주중	2010-11-04	19시~20시까지	278936	542742	인천광역시 동구 화평동	흐림	10	23	23	15	40	20	10	16	15	6
7784	할머니냉면 앞(A지점)	주말	2010-11-06	12시~13시까지	278936	542742	인천광역시 동구 화평동	맑음	27	60	98	40	42	20	50	64	18	6
7784	할머니냉면 앞(A지점)	주말	2010-11-06	19시~20시까지	278936	542742	인천광역시 동구 화평동	맑음	10	15	23	18	25	20	10	17	16	24
7785	A-탑프라자 앞	주중	2010-09-16	12시~13시까지	284926	540661	인천광역시 남동구 간석1동	맑음	0	12	48	82	80	0	40	68	76	72
7785	A-탑프라자 앞	주중	2010-09-16	19시~20시까지	284926	540661	인천광역시 남동구 간석1동	맑음	60	76	32	40	72	40	60	60	100	44
7785	A-탑프라자 앞	주말	2010-09-04	12시~13시까지	284926	540661	인천광역시 남동구 간석1동	맑음	36	48	32	96	88	56	20	76	60	88
7785	A-탑프라자 앞	주말	2010-09-04	19시~20시까지	284926	540661	인천광역시 남동구 간석1동	맑음	36	32	24	52	60	52	12	56	52	60
7814	B 지점 - 신한은행 [부평금융센터] (앞)	주중	2010-10-07	12시~13시까지	287871	544777	인천광역시 부평구 부평5동	맑음	2	31	33	78	93	3	61	79	116	76
7814	B 지점 - 신한은행 [부평금융센터] (앞)	주중	2010-10-07	19시~20시까지	287871	544777	인천광역시 부평구 부평5동	맑음	21	37	47	36	27	17	41	54	45	23
7814	B 지점 - 신한은행 [부평금융센터] (앞)	주말	2010-09-11	12시~13시까지	287871	544777	인천광역시 부평구 부평5동	흐림	11	32	37	33	31	9	33	28	36	16
7814	B 지점 - 신한은행 [부평금융센터] (앞)	주말	2010-09-11	19시~20시까지	287871	544777	인천광역시 부평구 부평5동	흐림	16	43	55	37	29	11	39	60	34	19
7815	B지점 - 놀부보쌈과 돌솥밥 (부평구청점) 앞	주중	2010-09-28	12시~13시까지	287149	545656	인천광역시 부평구 부평4동	맑음	15	81	85	91	35	11	57	80	110	55
7815	B지점 - 놀부보쌈과 돌솥밥 (부평구청점) 앞	주중	2010-09-28	19시~20시까지	287149	545656	인천광역시 부평구 부평4동	맑음	21	101	54	91	69	27	79	86	64	28
7815	B지점 - 놀부보쌈과 돌솥밥 (부평구청점) 앞	주말	2010-09-18	12시~13시까지	287149	545656	인천광역시 부평구 부평4동	맑음	19	39	25	15	12	21	48	37	29	22
7815	B지점 - 놀부보쌈과 돌솥밥 (부평구청점) 앞	주말	2010-09-18	19시~20시까지	287149	545656	인천광역시 부평구 부평4동	맑음	16	68	39	41	22	24	63	31	48	18
7840	A지점 : 지하상가 가42호(bavi phat)앞 지점	주중	2010-10-12	12시~13시까지	287370	544017	인천광역시 부평구 부평1동	맑음	234	198	195	68	42	257	286	214	75	46
7840	A지점 : 지하상가 가42호(bavi phat)앞 지점	주중	2010-10-12	19시~20시까지	287370	544017	인천광역시 부평구 부평1동	맑음	261	286	184	84	41	276	295	195	72	49
7840	A지점 : 지하상가 가42호(bavi phat)앞 지점	주말	2010-10-02	12시~13시까지	287370	544017	인천광역시 부평구 부평1동	맑음	28	48	61	34	22	39	66	72	30	24
7840	A지점 : 지하상가 가42호(bavi phat)앞 지점	주말	2010-10-02	19시~20시까지	287370	544017	인천광역시 부평구 부평1동	맑음	17	47	45	23	8	19	55	51	18	11
7868	A.아이플렉스 롯데리아앞	주중	2010-09-15	19시~20시까지	287106	534087	인천광역시 남동구 논현동	맑음	21	40	39	41	29	44	44	46	37	23
7866	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주중	2010-09-28	12시~13시까지	287822	549785	인천광역시 계양구 계산동	맑음	81	159	132	159	198	87	207	243	276	126
7866	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주중	2010-09-28	19시~20시까지	287822	549785	인천광역시 계양구 계산동	맑음	249	324	159	192	129	342	417	228	246	117
7866	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주말	2010-10-16	12시~13시까지	287822	549785	인천광역시 계양구 계산동	맑음	102	66	66	147	69	75	144	135	144	135
7866	계산동 921-2, 인천지하철 계산역 5번출구 동측 5	주말	2010-10-16	19시~20시까지	287822	549785	인천광역시 계양구 계산동	맑음	216	219	186	279	219	159	327	336	429	237
7867	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주중	2010-09-28	12시~13시까지	287870	549737	인천광역시 계양구 계산동	맑음	63	66	78	84	99	66	75	126	123	57
7867	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주중	2010-09-28	19시~20시까지	287870	549737	인천광역시 계양구 계산동	맑음	159	174	126	123	78	168	186	123	177	84
7867	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주말	2010-10-16	12시~13시까지	287870	549737	인천광역시 계양구 계산동	맑음	174	93	93	141	99	146	156	126	162	84
7867	계산동 355-5, 인천지하철 계산역 1번 출구 앞	주말	2010-10-16	19시~20시까지	287870	549737	인천광역시 계양구 계산동	맑음	159	150	159	147	120	243	234	201	183	156
7868	A.아이플렉스 롯데리아앞	주중	2010-09-15	12시~13시까지	287106	534087	인천광역시 남동구 논현동	맑음	2	13	41	17	27	3	15	34	20	23
7868	A.아이플렉스 롯데리아앞	주말	2010-09-18	12시~13시까지	287106	534087	인천광역시 남동구 논현동	맑음	25	29	32	27	22	45	32	53	41	34
7868	A.아이플렉스 롯데리아앞	주말	2010-09-18	19시~20시까지	287106	534087	인천광역시 남동구 논현동	맑음	48	39	45	78	42	54	53	61	61	47
7869	B.파리바게뜨 인천논현역점 앞	주중	2010-09-15	12시~13시까지	287085	534097	인천광역시 남동구 논현동	맑음	0	14	16	25	12	0	10	51	13	10
7869	B.파리바게뜨 인천논현역점 앞	주중	2010-09-15	19시~20시까지	287085	534097	인천광역시 남동구 논현동	맑음	9	23	29	38	26	18	28	19	29	18
7869	B.파리바게뜨 인천논현역점 앞	주말	2010-09-18	12시~13시까지	287085	534097	인천광역시 남동구 논현동	맑음	3	24	31	23	25	16	26	25	18	20
7869	B.파리바게뜨 인천논현역점 앞	주말	2010-09-18	19시~20시까지	287085	534097	인천광역시 남동구 논현동	맑음	28	35	53	43	29	18	49	43	28	23
7870	B포인트:작전동 986-0번지 경인교대 앞	주중	2010-09-16	12시~13시까지	287018	549183	인천광역시 계양구 계산1동	맑음	75	39	60	120	54	69	90	39	81	36
7870	B포인트:작전동 986-0번지 경인교대 앞	주중	2010-09-16	19시~20시까지	287018	549183	인천광역시 계양구 계산1동	맑음	54	282	84	48	57	48	321	69	54	63
7870	B포인트:작전동 986-0번지 경인교대 앞	주말	2010-09-04	12시~13시까지	287018	549183	인천광역시 계양구 계산1동	맑음	105	102	135	81	63	15	273	33	120	102
7870	B포인트:작전동 986-0번지 경인교대 앞	주말	2010-09-04	19시~20시까지	287018	549183	인천광역시 계양구 계산1동	맑음	139	237	66	105	42	36	321	117	159	54
7871	우리은행 옥련동 지점 앞(B지역)	주중	2010-10-20	12시~13시까지	280253	536670	인천광역시 연수구 옥련동	맑음	18	28	28	24	28	36	18	110	70	78
7871	우리은행 옥련동 지점 앞(B지역)	주중	2010-10-20	19시~20시까지	280253	536670	인천광역시 연수구 옥련동	맑음	142	36	26	84	34	102	66	66	72	64
7871	우리은행 옥련동 지점 앞(B지역)	주말	2010-10-16	12시~13시까지	280253	536670	인천광역시 연수구 옥련동	맑음	102	62	24	36	36	204	62	54	60	86
7871	우리은행 옥련동 지점 앞(B지역)	주말	2010-10-16	19시~20시까지	280253	536670	인천광역시 연수구 옥련동	맑음	60	114	30	30	38	66	98	48	48	48
7872	A포인트:계산동 944-5번지 한국씨티은행앞	주중	2010-10-19	12시~13시까지	287372	549774	인천광역시 계양구 계산동	맑음	21	120	111	114	81	15	129	201	147	108
7872	A포인트:계산동 944-5번지 한국씨티은행앞	주중	2010-10-19	19시~20시까지	287372	549774	인천광역시 계양구 계산동	맑음	63	129	129	135	36	99	111	174	156	69
7872	A포인트:계산동 944-5번지 한국씨티은행앞	주말	2010-09-18	12시~13시까지	287372	549774	인천광역시 계양구 계산동	맑음	54	66	60	45	63	105	54	81	54	48
7872	A포인트:계산동 944-5번지 한국씨티은행앞	주말	2010-09-18	19시~20시까지	287372	549774	인천광역시 계양구 계산동	맑음	81	69	105	102	33	117	165	135	114	66
7892	A 지점 - 부평세림병원 (앞)	주중	2010-09-28	12시~13시까지	287100	545735	인천광역시 부평구 부평4동	맑음	5	52	65	69	71	6	77	71	58	65
7892	A 지점 - 부평세림병원 (앞)	주중	2010-09-28	19시~20시까지	287100	545735	인천광역시 부평구 부평4동	맑음	16	74	64	89	77	36	78	101	81	43
7892	A 지점 - 부평세림병원 (앞)	주말	2010-09-18	12시~13시까지	287100	545735	인천광역시 부평구 부평4동	맑음	23	45	33	49	35	31	63	50	55	43
7892	A 지점 - 부평세림병원 (앞)	주말	2010-09-18	19시~20시까지	287100	545735	인천광역시 부평구 부평4동	맑음	48	36	48	54	31	23	43	39	44	37
7992	A포인트계산동 1062번지 하이베라스 D동 남서측 코너	주중	2010-10-21	12시~13시까지	288450	549189	인천광역시 계양구 계산3동	맑음	9	99	63	105	36	15	93	126	111	51
7992	A포인트계산동 1062번지 하이베라스 D동 남서측 코너	주중	2010-10-21	19시~20시까지	288450	549189	인천광역시 계양구 계산3동	맑음	14	154	97	162	57	23	143	194	171	78
7992	A포인트계산동 1062번지 하이베라스 D동 남서측 코너	주말	2010-10-09	12시~13시까지	288450	549189	인천광역시 계양구 계산3동	맑음	126	69	78	114	18	120	60	117	60	66
7992	A포인트계산동 1062번지 하이베라스 D동 남서측 코너	주말	2010-10-09	19시~20시까지	288450	549189	인천광역시 계양구 계산3동	맑음	62	39	36	78	12	57	30	59	33	36
7993	B용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주중	2010-10-21	12시~13시까지	288663	549169	인천광역시 계양구 계산4동	맑음	39	99	159	180	33	51	216	228	231	66
7993	B용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주중	2010-10-21	19시~20시까지	288663	549169	인천광역시 계양구 계산4동	맑음	54	139	223	252	46	71	302	319	324	92
7993	B용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주말	2010-10-09	12시~13시까지	288663	549169	인천광역시 계양구 계산4동	맑음	180	78	105	54	27	270	111	144	93	21
7993	B용종동 210-3번지 LG텔레콤 앞 횡단보도 인접지역	주말	2010-10-09	19시~20시까지	288663	549169	인천광역시 계양구 계산4동	맑음	93	36	54	27	15	145	57	78	48	18
7994	A포인트:병방동 317-3번지 롯데리아앞	주중	2010-09-07	12시~13시까지	288905	550224	인천광역시 계양구 계양2동	맑음	24	66	63	78	48	33	150	291	252	108
7994	A포인트:병방동 317-3번지 롯데리아앞	주중	2010-09-07	19시~20시까지	288905	550224	인천광역시 계양구 계양2동	맑음	243	114	84	72	96	222	231	201	141	69
7994	A포인트:병방동 317-3번지 롯데리아앞	주말	2010-09-11	12시~13시까지	288905	550224	인천광역시 계양구 계양2동	맑음	171	63	90	57	93	186	84	195	177	144
7994	A포인트:병방동 317-3번지 롯데리아앞	주말	2010-09-11	19시~20시까지	288905	550224	인천광역시 계양구 계양2동	맑음	93	123	249	195	123	123	144	51	48	60
8004	주안역지하상가 베스킨라빈스 앞	주중	2010-11-03	12시~13시까지	283481	541098	인천광역시 남구 주안1동	맑음	3	234	108	78	162	1	588	156	138	186
8004	주안역지하상가 베스킨라빈스 앞	주중	2010-11-03	19시~20시까지	283481	541098	인천광역시 남구 주안1동	맑음	98	455	290	198	369	264	904	514	330	172
8004	주안역지하상가 베스킨라빈스 앞	주말	2010-10-30	12시~13시까지	283481	541098	인천광역시 남구 주안1동	맑음	138	456	162	204	240	180	768	324	258	390
8004	주안역지하상가 베스킨라빈스 앞	주말	2010-10-30	19시~20시까지	283481	541098	인천광역시 남구 주안1동	맑음	311	751	317	402	192	243	1413	472	202	214
8008	LG텔레콤 점포 앞(A지역)	주중	2010-09-29	12시~13시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	16	26	8	4	36	6	20	52	44	70
8008	LG텔레콤 점포 앞(A지역)	주중	2010-09-29	19시~20시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	128	38	22	24	24	96	34	72	44	20
8008	LG텔레콤 점포 앞(A지역)	주말	2010-09-18	12시~13시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	44	12	16	12	14	88	16	32	44	24
8008	LG텔레콤 점포 앞(A지역)	주말	2010-09-18	19시~20시까지	282696	534765	인천광역시 연수구 동춘3동	맑음	94	44	20	28	20	56	48	36	56	32
